Rec,Depth_m,Time_s,Cone_MPa,Friction_MPa,Pore2_MPa
71,13.7,365.95,0.5369,0.0173,0.34
72,13.72,366.85,0.5479,0.0174,0.3203
73,13.74,367.76,0.5485,0.0175,0.3137
74,13.76,368.66,0.5492,0.0178,0.314
75,13.78,369.57,0.5452,0.018,0.308
76,13.8,370.47,0.5301,0.0179,0.3177
77,13.82,371.38,0.5168,0.0176,0.3317
78,13.84,372.28,0.5078,0.0173,0.3448
79,13.86,373.19,0.5037,0.0169,0.3566
80,13.88,374.09,0.5004,0.0161,0.3662
81,13.9,374.99,0.4974,0.0153,0.3745
82,13.92,375.9,0.5002,0.0151,0.3824
83,13.94,376.8,0.4994,0.0151,0.3874
84,13.96,377.71,0.4963,0.0149,0.3913
85,13.98,378.61,0.4875,0.015,0.3979
86,14.0,379.52,0.4962,0.0156,0.393
87,14.02,380.42,0.4998,0.0158,0.3892
88,14.04,381.33,0.5072,0.0159,0.3893
89,14.06,382.23,0.5136,0.0158,0.387
90,14.08,383.15,0.52,0.0159,0.3839
91,14.1,384.05,0.5287,0.0161,0.3741
92,14.12,384.96,0.5298,0.0161,0.3667
93,14.14,385.86,0.5295,0.0158,0.3656
94,14.16,386.77,0.5256,0.0157,0.3643
95,14.18,387.67,0.5223,0.016,0.3699
96,14.2,388.58,0.5138,0.0159,0.38
97,14.22,389.47,0.5072,0.0155,0.3901
98,14.24,390.37,0.5032,0.0153,0.3975
99,14.26,391.27,0.5048,0.0152,0.4038
100,14.28,392.18,0.5093,0.015,0.4105
101,14.3,393.08,0.5042,0.0148,0.408
102,14.32,393.99,0.5082,0.0149,0.3866
103,14.34,394.89,0.5097,0.0148,0.3769
104,14.36,395.81,0.5075,0.0144,0.378
105,14.38,396.71,0.5104,0.0142,0.3867
106,14.4,397.62,0.5103,0.0145,0.3962
107,14.42,398.53,0.5198,0.0146,0.4065
108,14.44,399.44,0.5281,0.0155,0.4124
109,14.46,400.35,0.5407,0.0162,0.4072
110,14.48,401.26,0.5486,0.0166,0.3963
111,14.5,402.17,0.5389,0.0175,0.3635
112,14.52,403.08,0.5261,0.0181,0.3519
113,14.54,403.99,0.5079,0.0185,0.3465
114,14.56,404.9,0.501,0.0185,0.3477
115,14.58,405.82,0.4861,0.0185,0.3582
116,14.6,406.72,0.4797,0.0174,0.3666
117,14.62,407.64,0.4719,0.0163,0.3726
118,14.64,408.54,0.4677,0.0157,0.3805
119,14.66,409.46,0.5705,0.0151,0.3847
120,14.68,410.37,0.5942,0.0144,0.3766
121,14.7,411.28,0.6601,0.0134,0.3513
122,14.72,412.2,0.5351,0.0128,0.3832
123,14.74,413.11,0.5434,0.0122,0.3858
124,14.76,414.02,0.5346,0.0116,0.3831
125,14.78,414.93,0.5417,0.0125,0.3947
126,14.8,415.83,0.5501,0.0125,0.3991
127,14.82,416.75,0.55,0.0127,0.3903
128,14.84,417.66,0.5706,0.0135,0.3666
129,14.86,418.58,0.5849,0.0147,0.3695
130,14.88,419.48,0.6155,0.0161,0.3798
131,14.9,420.4,0.6898,0.0164,0.3593
132,14.92,421.31,0.6713,0.359,
133,14.94,422.23,0.6691,0.348,
134,14.96,423.14,0.6656,0.3441,
135,14.98,424.05,0.6778,0.3456,
136,15.0,424.96,0.677,0.3572,
1,15.298,191.0,0.4646,,
2,15.318,191.89,0.4804,0.1689,
3,15.338,192.78,0.4879,0.1519,
4,15.358,193.68,0.4893,0.0148,0.1713
5,15.378,194.58,0.5128,0.0154,0.1776
6,15.398,195.47,0.5115,0.0161,0.1838
7,15.418,196.37,0.527,0.0172,0.1957
8,15.438,197.27,0.5194,0.0181,0.2123
9,15.458,198.16,0.5148,0.0184,0.2233
10,15.478,199.04,0.5294,0.0171,0.2233
11,15.498,199.93,0.5281,0.0156,0.2342
12,15.518,200.83,0.5097,0.0154,0.2446
13,15.538,201.73,0.4914,0.0146,0.2521
14,15.558,202.62,0.4876,0.0141,0.2744
15,15.578,203.52,0.4985,0.0131,0.2944
16,15.598,204.41,0.5169,0.013,0.3139
17,15.618,205.31,0.5194,0.0142,0.3351
18,15.638,206.21,0.5665,0.0147,0.3592
19,15.658,207.11,0.6286,0.0146,0.3754
20,15.678,208.01,0.6867,0.014,0.3543
21,15.698,208.9,0.6574,0.0139,0.3438
22,15.718,209.8,0.6258,0.0153,0.3573
23,15.738,210.7,0.6103,0.017,0.367
24,15.758,211.6,0.6114,0.0169,0.3863
25,15.778,212.5,0.6266,0.0167,0.388
26,15.798,213.4,0.6528,0.0161,0.3635
27,15.818,214.3,0.6467,0.0176,0.3441
28,15.838,215.2,0.6735,0.0171,0.3548
29,15.858,216.1,0.7307,0.0165,0.3729
30,15.878,217.01,0.7323,0.016,0.3484
31,15.898,217.91,0.6971,0.0152,0.3224
32,15.918,218.81,0.6473,0.0144,0.3212
33,15.938,219.71,0.6443,0.0144,0.3433
34,15.958,220.61,0.6453,0.013,0.3628
35,15.978,221.51,0.6252,0.0117,0.3719
36,15.998,222.41,0.62,0.0116,0.3885
37,16.018,223.31,0.61,0.0107,0.405
38,16.038,224.22,0.5965,0.0102,0.4339
39,16.058,225.11,0.5981,0.0101,0.4446
40,16.078,226.02,0.599,0.011,0.4473
41,16.098,226.92,0.6074,0.0116,0.4528
42,16.118,227.82,0.6244,0.013,0.4425
43,16.138,228.71,0.6265,0.0141,0.4185
44,16.158,229.61,0.6339,0.0148,0.4205
45,16.178,230.51,0.6362,0.0155,0.4306
46,16.198,231.42,0.626,0.016,0.4309
47,16.218,232.32,0.6259,0.0161,0.4324
48,16.238,233.22,0.6224,0.0164,0.4328
49,16.258,234.12,0.6224,0.0164,0.4407
50,16.278,235.02,0.6307,0.0166,0.4427
51,16.298,235.93,0.637,0.0163,0.4394
52,16.318,236.83,0.6382,0.0159,0.4285
53,16.338,237.72,0.6302,0.0164,0.4268
54,16.358,238.63,0.6336,0.0171,0.4264
55,16.378,239.53,0.6393,0.0169,0.4223
56,16.398,240.43,0.6484,0.0174,0.4208
57,16.418,241.33,0.662,0.0177,0.4207
58,16.438,242.23,0.6803,0.0189,0.4117
59,16.458,243.14,0.7146,0.0205,0.405
60,16.478,244.04,0.7871,0.0183,0.384
61,16.498,244.95,0.7826,0.0166,0.3647
62,16.518,245.85,0.7649,0.0158,0.339
63,16.538,246.75,0.718,0.0145,0.3473
64,16.558,247.65,0.6859,0.0141,0.3743
65,16.578,248.56,0.686,0.0139,0.399
66,16.598,249.46,0.6756,0.0133,0.4184
67,16.618,250.37,0.6504,0.0135,0.4255
68,16.638,251.27,0.6288,0.0144,0.4218
69,16.658,252.19,0.6156,0.015,0.4359
70,16.678,253.09,0.6117,0.0158,0.4577
71,16.698,254.0,0.613,0.016,0.4728
72,16.718,254.9,0.6125,0.016,0.4737
73,16.738,255.81,0.6158,0.0163,0.4661
74,16.758,256.71,0.6159,0.0169,0.4439
75,16.778,257.62,0.6242,0.0174,0.4354
76,16.798,258.53,0.642,0.0178,0.4297
77,16.818,259.44,0.6547,0.0179,0.3993
78,16.838,260.34,0.6481,0.0187,0.3873
79,16.858,261.25,0.6505,0.0199,0.3707
80,16.878,262.15,0.6378,0.0196,0.382
81,16.898,263.07,0.6055,0.0188,0.391
82,16.918,263.98,0.5748,0.0172,0.3947
83,16.938,264.88,0.5611,0.0168,0.3963
84,16.958,265.78,0.577,0.0156,0.4139
85,16.978,266.69,0.6046,0.0146,0.4414
86,16.998,267.59,0.6111,0.0139,0.4498
87,17.018,268.49,0.6345,0.0128,0.4333
88,17.038,269.41,0.6264,0.0127,0.4426
89,17.058,270.31,0.621,0.0135,0.4615
90,17.078,271.23,0.6201,0.0146,0.4679
91,17.098,272.13,0.6294,0.0148,0.4732
92,17.118,273.04,0.6407,0.0151,0.4721
93,17.138,273.94,0.6549,0.0156,0.47
94,17.158,274.86,0.6623,0.0163,0.4632
95,17.178,275.76,0.6667,0.0163,0.4651
96,17.198,276.67,0.6637,0.0158,0.4787
97,17.218,277.58,0.6607,0.0162,0.4849
98,17.238,278.5,0.6667,0.0162,0.4853
99,17.258,279.4,0.666,0.0165,0.4795
100,17.278,280.32,0.6717,0.0172,0.4703
101,17.298,281.22,0.6694,0.0173,0.4698
102,17.318,282.13,0.675,0.018,0.4642
103,17.338,283.04,0.6683,0.0183,0.4696
104,17.358,283.95,0.6687,0.0182,0.4764
105,17.378,284.86,0.6807,0.0179,0.4867
106,17.398,285.78,0.6882,0.0182,0.4899
107,17.418,286.69,0.6955,0.0179,0.4799
108,17.438,287.61,0.7161,0.0173,0.4755
109,17.458,288.52,0.7271,0.0176,0.4649
110,17.478,289.42,0.7154,0.0174,0.4517
111,17.498,290.35,0.7011,0.0172,0.4552
112,17.518,291.26,0.6829,0.017,0.4759
113,17.538,292.18,0.6733,0.0167,0.4977
114,17.558,293.1,0.6657,0.0164,0.5123
115,17.578,294.01,0.6628,0.0167,0.509
116,17.598,294.92,0.6668,0.0166,0.5089
117,17.618,295.84,0.6768,0.0167,0.5067
118,17.638,296.74,0.6804,0.0169,0.5061
119,17.658,297.66,0.675,0.0168,0.5071
120,17.678,298.57,0.6715,0.0169,0.5103
121,17.698,299.49,0.6698,0.0171,0.508
122,17.718,300.41,0.668,0.0166,0.5139
123,17.738,301.32,0.6657,0.0164,0.5163
124,17.758,302.23,0.6625,0.0161,0.5174
125,17.778,303.15,0.6601,0.016,0.5155
126,17.798,304.06,0.6632,0.0158,0.5112
127,17.818,304.99,0.6591,0.0158,0.5115
128,17.838,305.89,0.6586,0.0157,0.5154
129,17.858,306.81,0.6565,0.0157,0.5213
130,17.878,307.72,0.6591,0.0156,0.5255
131,17.898,308.64,0.6677,0.0157,0.5296
132,17.918,309.54,0.6918,0.5322,
133,17.938,310.46,0.6919,0.5294,
134,17.958,311.37,0.6876,0.504,
135,17.978,312.29,0.6852,0.4675,
136,17.998,313.2,0.6756,0.4883,
1,18.29,170.0,0.5793,,
2,18.31,170.89,0.5983,0.3598,
3,18.33,171.76,0.6211,0.3761,
4,18.35,172.66,0.6169,0.0177,0.387
5,18.37,173.55,0.6142,0.018,0.4124
6,18.39,174.45,0.6184,0.0181,0.4369
7,18.41,175.33,0.6196,0.0178,0.4582
8,18.43,176.23,0.623,0.0176,0.4694
9,18.45,177.12,0.6256,0.0174,0.4796
10,18.47,178.01,0.6288,0.0176,0.4889
11,18.49,178.92,0.6339,0.0171,0.4963
12,18.51,179.82,0.639,0.0174,0.4948
13,18.53,180.72,0.6471,0.0175,0.4927
14,18.55,181.61,0.652,0.0174,0.4856
15,18.57,182.52,0.6492,0.0174,0.4845
16,18.59,183.41,0.6675,0.0172,0.4886
17,18.61,184.32,0.6663,0.0175,0.4848
18,18.63,185.21,0.6641,0.0171,0.4861
19,18.65,186.12,0.6703,0.0172,0.4904
20,18.67,187.01,0.6718,0.0174,0.4982
21,18.69,187.92,0.6801,0.0175,0.5057
22,18.71,188.81,0.6823,0.0174,0.508
23,18.73,189.71,0.6915,0.0174,0.5091
24,18.75,190.61,0.6922,0.0171,0.5051
25,18.77,191.52,0.6893,0.0177,0.5065
26,18.79,192.42,0.6921,0.0174,0.5238
27,18.81,193.33,0.6984,0.0176,0.5357
28,18.83,194.22,0.7011,0.018,0.5257
29,18.85,195.11,0.6977,0.018,0.5146
30,18.87,196.02,0.6917,0.018,0.5133
31,18.89,196.92,0.6854,0.0179,0.524
32,18.91,197.83,0.6873,0.018,0.5346
33,18.93,198.73,0.6908,0.018,0.5503
34,18.95,199.63,0.6967,0.0181,0.5442
35,18.97,200.53,0.7087,0.0182,0.5338
36,18.99,201.44,0.7149,0.0185,0.5096
37,19.01,202.34,0.7066,0.0186,0.4987
38,19.03,203.25,0.6969,0.0183,0.5215
39,19.05,204.14,0.695,0.0181,0.5396
40,19.07,205.05,0.698,0.0179,0.5558
41,19.09,205.95,0.6999,0.0173,0.5639
42,19.11,206.85,0.7024,0.0172,0.5632
43,19.13,207.75,0.7017,0.0171,0.5668
44,19.15,208.66,0.697,0.017,0.5688
45,19.17,209.55,0.6996,0.0171,0.5691
46,19.19,210.47,0.6991,0.0173,0.5705
47,19.21,211.37,0.7003,0.0171,0.5693
48,19.23,212.28,0.7059,0.0168,0.5701
49,19.25,213.17,0.7122,0.0165,0.5677
50,19.27,214.08,0.7158,0.0169,0.5563
51,19.29,214.99,0.7106,0.0169,0.5511
52,19.31,215.89,0.7164,0.0173,0.5579
53,19.33,216.8,0.7215,0.0176,0.557
54,19.35,217.71,0.725,0.0178,0.5291
55,19.37,218.61,0.7151,0.0181,0.5347
56,19.39,219.51,0.719,0.0186,0.5498
57,19.41,220.42,0.7273,0.0188,0.5628
58,19.43,221.31,0.736,0.0183,0.5688
59,19.45,222.22,0.7286,0.0174,0.5432
60,19.47,223.13,0.7209,0.0176,0.5418
61,19.49,224.03,0.73,0.0178,0.5611
62,19.51,224.94,0.7639,0.0185,0.5693
63,19.53,225.85,0.7989,0.0182,0.5507
64,19.55,226.75,0.7997,0.0181,0.4957
65,19.57,227.67,0.7774,0.0181,0.4932
66,19.59,228.57,0.7684,0.0184,0.5195
67,19.61,229.48,0.7698,0.0189,0.541
68,19.63,230.38,0.767,0.0185,0.5586
69,19.65,231.28,0.766,0.0188,0.5734
70,19.67,232.19,0.7663,0.0185,0.5717
71,19.69,233.1,0.7674,0.0194,0.5664
72,19.71,234.0,0.7879,0.021,0.5573
73,19.73,234.91,0.9078,0.0235,0.5547
74,19.75,235.82,1.1015,0.0234,0.5363
75,19.77,236.74,1.1488,0.0218,0.4164
76,19.79,237.64,1.0335,0.0201,0.4268
77,19.81,238.56,0.9307,0.019,0.4333
78,19.83,239.46,0.8366,0.0181,0.4483
79,19.85,240.37,0.8049,0.0156,0.4688
80,19.87,241.28,0.7803,0.0133,0.4878
81,19.89,242.19,0.7722,0.0129,0.5047
82,19.91,243.09,0.7662,0.0142,0.5211
83,19.93,244.0,0.7574,0.0149,0.5358
84,19.95,244.92,0.7517,0.016,0.5479
85,19.97,245.83,0.7531,0.0173,0.5587
86,19.99,246.74,0.7632,0.0181,0.5672
87,20.01,247.65,0.802,0.0187,0.5746
88,20.03,248.57,0.8482,0.0194,0.5639
89,20.05,249.47,0.8287,0.0198,0.512
90,20.07,250.39,0.7988,0.0204,0.4709
91,20.09,251.3,0.7937,0.0203,0.4905
92,20.11,252.21,0.7853,0.0213,0.499
93,20.13,253.12,0.7714,0.0208,0.5215
94,20.15,254.03,0.7719,0.0199,0.5405
95,20.17,254.93,0.7757,0.0193,0.556
96,20.19,255.84,0.7854,0.0198,0.5709
97,20.21,256.75,0.7787,0.0195,0.5839
98,20.23,257.67,0.7764,0.0194,0.5545
99,20.25,258.58,0.7761,0.0195,0.5515
100,20.27,259.5,0.7883,0.0215,0.5617
101,20.29,260.41,0.8318,0.0231,0.557
102,20.31,261.33,0.8761,0.0221,0.5525
103,20.33,262.26,0.8901,0.0226,0.5121
104,20.35,263.18,0.8751,0.0229,0.4678
105,20.37,264.09,0.8189,0.0231,0.4615
106,20.39,265.02,0.7913,0.0221,0.4895
107,20.41,265.94,0.7941,0.0202,0.5217
108,20.43,266.87,0.7928,0.0201,0.5417
109,20.45,267.8,0.8247,0.0241,0.5583
110,20.47,268.73,0.9073,0.0286,0.5698
111,20.49,269.66,1.0492,0.0305,0.5224
112,20.51,270.6,1.1243,0.0322,0.4316
113,20.53,271.53,1.0681,0.0333,0.3935
114,20.55,272.46,0.9791,0.0361,0.3637
115,20.57,273.38,0.938,0.0363,0.3865
116,20.59,274.29,0.936,0.0307,0.4066
117,20.61,275.2,0.9212,0.0266,0.4451
118,20.63,276.1,0.8808,0.0254,0.4547
119,20.65,277.0,0.8375,0.0258,0.4655
120,20.67,277.89,0.8339,0.0258,0.4931
121,20.69,278.79,0.8284,0.0228,0.5116
122,20.71,279.69,0.8289,0.0213,0.5295
123,20.73,280.59,0.8088,0.0211,0.5465
124,20.75,281.48,0.7946,0.0215,0.5467
125,20.77,282.39,0.7958,0.0214,0.5626
126,20.79,283.28,0.7976,0.0207,0.5765
127,20.81,284.18,0.8018,0.0212,0.5847
128,20.83,285.08,0.8068,0.0226,0.597
129,20.85,285.98,0.8122,0.0228,0.5985
130,20.87,286.88,0.8233,0.0198,0.5997
131,20.89,287.78,0.8542,0.0201,0.605
132,20.91,288.68,1.0829,0.586,
133,20.93,289.58,1.8972,0.5601,
134,20.95,290.48,2.4898,0.3699,
135,20.97,291.38,2.2445,0.3155,
136,20.99,292.28,1.8078,0.3025,
137,21.006,293.0,1.504,,
1,21.217,191.0,1.417,,
2,21.237,191.9,1.8049,0.1583,
3,21.257,192.81,1.7204,0.1343,
4,21.277,193.71,1.4628,0.0419,0.1378
5,21.297,194.62,1.1747,0.0408,0.1489
6,21.317,195.51,0.9619,0.0396,0.1702
7,21.337,196.4,0.8092,0.0366,0.2006
8,21.357,197.28,0.8447,0.0328,0.2462
9,21.377,198.18,1.0501,0.0283,0.2938
10,21.397,199.07,1.2069,0.0263,0.3344
11,21.417,199.97,1.0904,0.0257,0.3166
12,21.437,200.86,0.9884,0.0283,0.3291
13,21.457,201.75,0.8778,0.028,0.3538
14,21.477,202.64,0.8177,0.0281,0.3924
15,21.497,203.54,0.866,0.0299,0.4283
16,21.517,204.42,0.9424,0.0253,0.4586
17,21.537,205.32,0.935,0.0183,0.4496
18,21.557,206.21,1.14,0.0169,0.4617
19,21.577,207.11,1.3551,0.0166,0.479
20,21.597,208.0,2.0615,0.0164,0.5045
21,21.617,208.91,2.642,0.0202,0.2294
22,21.637,209.81,2.4276,0.0267,0.1681
23,21.657,210.71,1.8605,0.0296,0.1418
24,21.677,211.6,1.4592,0.0289,0.1315
25,21.697,212.5,1.2793,0.03,0.1317
26,21.717,213.38,1.0408,0.0326,0.1443
27,21.737,214.28,0.8231,0.0306,0.176
28,21.757,215.17,0.8722,0.0296,0.2286
29,21.777,216.06,1.0313,0.0273,0.2685
30,21.797,216.96,1.0875,0.0244,0.2936
31,21.817,217.85,1.1051,0.0288,0.2786
32,21.837,218.74,1.1539,0.0314,0.2802
33,21.857,219.63,1.2228,0.0355,0.2871
34,21.877,220.53,1.3119,0.0374,0.2636
35,21.897,221.42,1.339,0.0376,0.2269
36,21.917,222.31,1.2466,0.04,0.2372
37,21.937,223.2,1.2062,0.0406,0.2272
38,21.957,224.1,1.1295,0.0409,0.2642
39,21.977,225.0,1.1403,0.0425,0.2738
40,21.997,225.91,1.2506,0.0405,0.2891
41,22.017,226.8,1.3228,0.0414,0.3136
42,22.037,227.71,1.249,0.038,0.2836
43,22.057,228.61,1.1708,0.0391,0.2887
44,22.077,229.52,1.1699,0.0372,0.2957
45,22.097,230.43,1.0424,0.0311,0.3125
46,22.117,231.34,0.9772,0.0271,0.3139
47,22.137,232.24,0.9008,0.025,0.3083
48,22.157,233.15,0.8662,0.0238,0.3322
49,22.177,234.06,0.8633,0.0217,0.3568
50,22.197,234.98,0.8638,0.02,0.3802
51,22.217,235.88,0.8618,0.02,0.4025
52,22.237,236.8,0.8433,0.0205,0.424
53,22.257,237.71,0.8406,0.0217,0.4459
54,22.277,238.62,0.8443,0.0214,0.4671
55,22.297,239.53,0.853,0.0216,0.4867
56,22.317,240.43,0.8487,0.0212,0.5053
57,22.337,241.34,0.853,0.0204,0.5258
58,22.357,242.25,0.8622,0.0226,0.5411
59,22.377,243.17,0.9059,0.026,0.5557
60,22.397,244.09,0.9532,0.0279,0.5478
61,22.417,245.01,1.1104,0.0281,0.5203
62,22.437,245.92,1.1404,0.0274,0.4425
63,22.457,246.84,0.9891,0.0277,0.3903
64,22.477,247.75,0.8994,0.0269,0.4185
65,22.497,248.66,0.8898,0.0234,0.4451
66,22.517,249.57,0.8845,0.0188,0.4708
67,22.537,250.48,0.8703,0.0179,0.4919
68,22.557,251.39,0.851,0.0177,0.5042
69,22.577,252.3,0.8393,0.0177,0.5189
70,22.597,253.21,0.8497,0.0179,0.5367
71,22.617,254.12,0.8512,0.0181,0.5528
72,22.637,255.02,0.8615,0.0185,0.5696
73,22.657,255.93,0.8944,0.02,0.5836
74,22.677,256.85,0.9309,0.0225,0.5866
75,22.697,257.76,0.9268,0.0228,0.5445
76,22.717,258.67,0.9164,0.0212,0.5104
77,22.737,259.59,0.902,0.022,0.5328
78,22.757,260.51,0.9308,0.0305,0.5555
79,22.777,261.43,1.1161,0.0401,0.583
80,22.797,262.36,1.4691,0.0452,0.5193
81,22.817,263.29,1.6629,0.0444,0.3066
82,22.837,264.21,1.5545,0.0441,0.2469
83,22.857,265.14,1.3407,0.0459,0.2454
84,22.877,266.06,1.1438,0.0451,0.2497
85,22.897,266.96,0.9893,0.0362,0.2729
86,22.917,267.86,0.9648,0.0263,0.2918
87,22.937,268.75,0.9959,0.0215,0.3118
88,22.957,269.64,1.0101,0.0202,0.3388
89,22.977,270.54,0.9571,0.0191,0.3508
90,22.997,271.43,0.9528,0.0225,0.3683
91,23.017,272.32,0.9303,0.0234,0.3889
92,23.037,273.21,0.9529,0.0255,0.4067
93,23.057,274.1,1.0633,0.0293,0.4248
94,23.077,275.0,1.2009,0.0341,0.4474
95,23.097,275.89,1.2222,0.0344,0.4467
96,23.117,276.79,1.2509,0.0359,0.4213
97,23.137,277.69,1.2545,0.037,0.4323
98,23.157,278.59,1.0739,0.0333,0.3658
99,23.177,279.48,0.9541,0.0292,0.3852
100,23.197,280.38,1.0029,0.0277,0.4124
101,23.217,281.27,0.9475,0.0236,0.4324
102,23.237,282.15,0.9097,0.0236,0.456
103,23.257,283.04,0.9337,0.0269,0.4753
104,23.277,283.93,1.0562,0.0332,0.4971
105,23.297,284.82,1.2192,0.0333,0.5168
106,23.317,285.72,1.2703,0.0356,0.3857
107,23.337,286.62,1.1961,0.0358,0.3478
108,23.357,287.52,1.1132,0.0366,0.3295
109,23.377,288.43,1.1094,0.0357,0.3546
110,23.397,289.34,1.2136,0.0323,0.3764
111,23.417,290.26,1.2122,0.0279,0.4099
112,23.437,291.18,1.0444,0.0283,0.3884
113,23.457,292.1,0.9393,0.0289,0.4121
114,23.477,293.03,0.9356,0.0275,0.4359
115,23.497,293.97,0.9706,0.0216,0.4591
116,23.517,294.9,0.9926,0.0199,0.4795
117,23.537,295.84,0.9475,0.0203,0.4941
118,23.557,296.78,0.9146,0.0213,0.4748
119,23.577,297.69,0.9131,0.0241,0.497
120,23.597,298.58,0.9825,0.024,0.5166
121,23.617,299.48,1.09,0.023,0.5358
122,23.637,300.37,1.0565,0.0236,0.5036
123,23.657,301.26,1.0168,0.0256,0.4698
124,23.677,302.15,0.95,0.0262,0.4883
125,23.697,303.06,0.9586,0.0214,0.5079
126,23.717,303.95,0.9995,0.0226,0.5238
127,23.737,304.85,1.0507,0.0222,0.5417
128,23.757,305.74,1.0779,0.0291,0.5367
129,23.777,306.64,1.3122,0.0319,0.4716
130,23.797,307.54,1.5874,0.0333,0.3967
131,23.817,308.44,1.4414,0.0372,0.404
132,23.837,309.32,1.5895,0.0386,0.4181
133,23.857,310.21,1.3461,0.0349,0.4393
134,23.877,311.11,1.2734,0.0371,0.3762
135,23.897,312.0,1.227,0.0381,0.37
136,23.917,312.89,1.2756,0.3926,
137,23.937,313.79,1.2908,0.3931,
138,23.957,314.69,1.1537,0.299,
139,23.977,315.58,0.9993,0.3084,
140,23.997,316.47,0.9425,0.3319,
141,24.007,317.0,0.9566,,
1,24.257,176.0,0.99,,
2,24.277,176.89,1.4344,0.2821,
3,24.297,177.78,1.6788,0.2099,
4,24.317,178.67,1.8358,0.0464,0.2211
5,24.337,179.57,2.0309,0.0532,0.2284
6,24.357,180.46,2.0377,0.0593,0.2033
7,24.377,181.35,1.961,0.0637,0.1856
8,24.397,182.25,1.9537,0.0587,0.2072
9,24.417,183.14,1.777,0.0573,0.2007
10,24.437,184.02,1.6391,0.0616,0.2649
11,24.457,184.92,1.7561,0.0654,0.2352
12,24.477,185.81,2.1139,0.0671,0.2545
13,24.497,186.71,2.1886,0.0677,0.1854
14,24.517,187.6,2.0864,0.0597,0.1925
15,24.537,188.51,1.8927,0.0597,0.2184
16,24.557,189.4,1.8625,0.065,0.2408
17,24.577,190.31,1.981,0.0648,0.2293
18,24.597,191.2,1.9435,0.0669,0.357
19,24.617,192.09,1.8704,0.0643,0.255
20,24.637,192.99,1.6534,0.0637,0.2468
21,24.657,193.89,1.6008,0.065,0.2995
22,24.677,194.79,1.8854,0.0629,0.3083
23,24.697,195.69,2.1251,0.0614,0.2981
24,24.717,196.59,2.0449,0.0619,0.2308
25,24.737,197.49,1.769,0.0592,0.2344
26,24.757,198.38,1.5925,0.0616,0.2705
27,24.777,199.28,1.7986,0.0603,0.3232
28,24.797,200.17,2.2808,0.0592,0.3209
29,24.817,201.06,2.7039,0.0613,0.2326
30,24.837,201.97,2.9834,0.0614,0.1171
31,24.857,202.87,3.0274,0.0644,0.126
32,24.877,203.78,3.0631,0.0659,0.1203
33,24.897,204.68,3.0262,0.0642,0.1312
34,24.917,205.58,2.7692,0.0592,0.1145
35,24.937,206.47,2.2739,0.0555,0.1133
36,24.957,207.37,1.7436,0.0599,0.1472
37,24.977,208.27,1.3523,0.0592,0.1658
38,24.997,209.16,1.2729,0.0518,0.1993
39,25.017,210.06,1.4386,0.0444,0.2346
40,25.037,210.96,1.7086,0.042,0.2706
41,25.057,211.86,1.6738,0.0492,0.2779
42,25.077,212.76,1.9279,0.0566,0.2336
43,25.097,213.65,2.2992,0.0585,0.3181
44,25.117,214.56,2.059,0.0555,0.2127
45,25.137,215.45,1.7931,0.0492,0.2196
46,25.157,216.35,1.4498,0.0532,0.219
47,25.177,217.24,1.2244,0.0511,0.2636
48,25.197,218.15,1.1925,0.0402,0.2942
49,25.217,219.04,1.1768,0.0335,0.318
50,25.237,219.95,1.1873,0.0337,0.3439
51,25.257,220.84,1.1569,0.0392,0.3499
52,25.277,221.74,1.2577,0.0433,0.3774
53,25.297,222.63,1.5268,0.0548,0.4035
54,25.317,223.53,1.6434,0.0533,0.3543
55,25.337,224.43,1.6425,0.0522,0.2812
56,25.357,225.33,1.4587,0.0525,0.2891
57,25.377,226.23,1.291,0.044,0.2768
58,25.397,227.12,1.0882,0.0346,0.3378
59,25.417,228.02,1.0036,0.0306,0.3559
60,25.437,228.92,0.9656,0.0274,0.3787
61,25.457,229.81,0.9694,0.0242,0.4027
62,25.477,230.71,0.9857,0.0217,0.4242
63,25.497,231.61,1.0157,0.0214,0.4403
64,25.517,232.5,1.0423,0.0233,0.4537
65,25.537,233.41,1.0109,0.0244,0.4678
66,25.557,234.31,1.0381,0.0244,0.4867
67,25.577,235.21,1.1084,0.0244,0.5016
68,25.597,236.11,1.1093,0.0238,0.509
69,25.617,237.01,1.0505,0.0244,0.5032
70,25.637,237.9,0.9984,0.0247,0.5225
71,25.657,238.8,0.9702,0.0247,0.5445
72,25.677,239.69,0.9678,0.0243,0.5644
73,25.697,240.59,0.9705,0.0235,0.5846
74,25.717,241.48,1.033,0.024,0.6009
75,25.737,242.39,1.0846,0.0256,0.5277
76,25.757,243.29,1.0525,0.0264,0.4191
77,25.777,244.18,1.0654,0.0276,0.45
78,25.797,245.08,1.0813,0.0285,0.4695
79,25.817,245.98,1.0796,0.0286,0.4941
80,25.837,246.87,1.0553,0.0266,0.5002
81,25.857,247.77,1.031,0.0334,0.5321
82,25.877,248.67,1.1242,0.0362,0.5661
83,25.897,249.57,1.3262,0.034,0.571
84,25.917,250.47,1.2719,0.0322,0.4996
